iter	MultiClass
169	0.5344095157
170	0.5331961362
171	0.5318213797
172	0.5289971289
173	0.5271872674
174	0.5258662158
175	0.5242600963
176	0.522298382
177	0.5205196445
178	0.5192279583
179	0.5177409864
180	0.5157385454
181	0.5152538714
182	0.513632855
183	0.5127052384
184	0.5115942887
185	0.5099836335
186	0.508530942
187	0.5069789363
188	0.5050996899
189	0.503459525
190	0.5020829386
191	0.5010966816
192	0.4997639309
193	0.4981142275
194	0.4966700179
195	0.495309731
196	0.4943464668
197	0.4932042413
198	0.4908375021
199	0.4899315807
200	0.4885413885
201	0.4868975765
202	0.4854518142
203	0.4835254493
204	0.4820922453
205	0.4806047948
206	0.4791724795
207	0.4779997774
208	0.4768423397
209	0.4753711451
210	0.4742889909
211	0.4734247625
212	0.4716575602
213	0.4709367113
214	0.4700117733
215	0.4688467305
216	0.467362338
217	0.4662995933
218	0.4652586417
219	0.4639831468
220	0.4624570361
221	0.4616138177
222	0.460439776
223	0.4587618771
224	0.4566388871
225	0.4555865026
226	0.4540258936
227	0.4524971905
228	0.4506023136
229	0.4491252015
230	0.4476371166
231	0.4464379999
232	0.4448342348
233	0.4440970997
234	0.4432492782
235	0.4422236549
236	0.4404064479
237	0.438948666
238	0.437398781
239	0.4364488427
240	0.4355789742
241	0.4344243705
242	0.4325720873
243	0.4313957808
244	0.4298936552
245	0.4286659381
246	0.4275310044
247	0.4264084241
248	0.4253728343
249	0.4242832937
250	0.4228378731
251	0.422381997
252	0.4217967248
253	0.4207043396
254	0.419614167
255	0.4187580562
256	0.4180016377
257	0.4169797236
258	0.4160973066
259	0.415210216
260	0.413399048
261	0.4125665735
262	0.4116574471
263	0.4109720818
264	0.4095670666
265	0.4084379725
266	0.4077627241
267	0.406074108
268	0.405179392
269	0.4046984246
270	0.4035034489
271	0.4026307961
272	0.4019882819
273	0.4010392874
274	0.3999585795
275	0.3990603333
276	0.3986121159
277	0.3977826918
278	0.3968694632
279	0.3956002638
280	0.3949862529
281	0.3944146012
282	0.3936521431
283	0.392861642
284	0.391981654
285	0.3913019933
286	0.389715986
287	0.3887948844
288	0.3879528708
289	0.3872329342
290	0.3863005275
291	0.3853577731
292	0.3839754875
293	0.3831643866
294	0.3822968007
295	0.3809197184
296	0.3798345767
297	0.3793233431
298	0.3787296797
299	0.3774747659
300	0.376585591
301	0.3757774525
302	0.3748910475
303	0.3737782614
304	0.3731308268
305	0.3724455647
306	0.3711337885
307	0.3699470341
308	0.368901989
309	0.3681219944
310	0.3674666571
311	0.3667738143
312	0.3659700069
313	0.3651282657
314	0.3644896364
315	0.3632456856
316	0.362136409
317	0.3611303491
318	0.3601263436
319	0.3594561224
320	0.3582197319
321	0.3571979234
322	0.3559662094
323	0.354724069
324	0.3541617366
325	0.3535077616
326	0.3525469838
327	0.3518159886
328	0.3507922821
329	0.3502235875
330	0.3496625696
331	0.3485419363
332	0.3478450486
333	0.3470924425
334	0.3462720604
335	0.3453161926
336	0.344664723
337	0.3439845023
338	0.3431526533
339	0.3420519523
340	0.341197944
341	0.3403441608
342	0.3397100775
343	0.3387878756
344	0.3377635149
345	0.3365982579
346	0.3359254832
347	0.3352207579
348	0.3347249656
349	0.3339960663
350	0.3335178697
351	0.3326655723
352	0.3319515992
353	0.3309346793
354	0.3295624869
355	0.3284806324
356	0.3276549492
357	0.3269980453
358	0.3259574772
359	0.3251813683
360	0.3243463692
361	0.3235688237
362	0.3228919561
363	0.3222724547
364	0.3213659456
365	0.3208913331
366	0.3202763511
367	0.3194731849
368	0.3184298686
369	0.3174438935
370	0.3164799914
371	0.315913463
372	0.3152667061
373	0.3146737514
374	0.3138212809
375	0.3129617282
376	0.3124688201
377	0.311814895
378	0.310802664
379	0.3104479614
380	0.3098942843
381	0.309288826
382	0.3089416094
383	0.3080692446
384	0.3076761061
385	0.3068553255
386	0.3065476224
387	0.3059082005
388	0.3050717234
389	0.3047275423
390	0.304175726
391	0.3037622647
392	0.3034447135
393	0.3025727461
394	0.302049841
395	0.3010500914
396	0.3003447388
397	0.2992808389
398	0.2984966829
399	0.2981322391
400	0.2972386488
401	0.2967178779
402	0.2960878987
403	0.2951684177
404	0.2945825335
405	0.2938237773
406	0.2932671901
407	0.2926127097
408	0.2915103854
409	0.2911463516
410	0.2902424252
411	0.2897734077
412	0.2890624525
413	0.2887267858
414	0.2881406751
415	0.2871649632
416	0.2866286234
417	0.2858321869
418	0.2852516843
419	0.2845432749
420	0.2841093894
421	0.2834703441
422	0.282941168
423	0.2822127416
424	0.2815219745
425	0.2809602035
426	0.2801616519
427	0.2797353248
428	0.2789629231
429	0.2782746872
430	0.2781463374
431	0.2775867441
432	0.2770743211
433	0.2766219775
434	0.2759526031
435	0.2753642076
436	0.2747912208
437	0.2740627572
438	0.2730970505
439	0.2725185616
440	0.2720554362
441	0.2714390618
442	0.2708671285
443	0.2703919279
444	0.2698953301
445	0.2691700598
446	0.2686594859
447	0.2681255127
448	0.2673595392
449	0.2669735296
450	0.2664861158
451	0.2661564378
452	0.2656938673
453	0.2647472446
454	0.2639382418
455	0.2633478054
456	0.2630016389
457	0.2619313534
458	0.2614508818
459	0.2606301343
460	0.260091523
461	0.2596521667
462	0.2590828236
463	0.2584379549
464	0.2581248527
465	0.2576327751
466	0.2570349315
467	0.2563743439
468	0.2556788758
469	0.2552849942
470	0.2544771492
471	0.2540187938
472	0.2535453031
473	0.252748709
474	0.2523953855
475	0.2516652884
476	0.2512204934
477	0.2509489247
478	0.2503508207
479	0.2499966506
480	0.2493979156
481	0.2488427744
482	0.2482464226
483	0.2478492475
484	0.2475009477
485	0.2469638048
486	0.2461347138
487	0.2457186226
488	0.2450199522
489	0.2445684521
490	0.2441219208
491	0.2433655657
492	0.2429805596
493	0.2424988162
494	0.2420121211
495	0.2414445681
496	0.2407700197
497	0.2403119001
498	0.2399983315
499	0.2394217519
500	0.2391512363
501	0.2385941764
502	0.2383028272
503	0.2376133998
504	0.237375741
505	0.236820663
506	0.2364257435
507	0.2358346804
508	0.235323434
509	0.2348511298
510	0.234553539
511	0.2339093515
512	0.2336597707
513	0.2332733294
514	0.2328770674
515	0.2326244315
516	0.232123875
517	0.231865131
518	0.2311319432
519	0.2306200553
520	0.2302879574
521	0.2296864985
522	0.2292131387
523	0.2288788881
524	0.2283083934
525	0.2279628236
526	0.2277493326
527	0.2273624172
528	0.2268134418
529	0.22652919
530	0.2260657401
531	0.2254538208
532	0.2250026623
533	0.2244602098
534	0.2241580316
535	0.2237944973
536	0.223324894
537	0.2228432421
538	0.222624286
539	0.2221359577
540	0.2216702246
541	0.2212256629
542	0.2207982266
543	0.220414754
544	0.2199599963
545	0.2196510738
546	0.2190802523
547	0.2183410395
548	0.2178501395
549	0.2176023134
550	0.2172579537
551	0.2168034574
552	0.216469764
553	0.2161686445
554	0.2157523308
555	0.215330565
556	0.2149906804
557	0.2145196133
558	0.214092406
559	0.2137869415
560	0.2131629491
561	0.2127363968
562	0.2122557213
563	0.2116833316
564	0.2111367595
565	0.2106725374
566	0.2103439943
567	0.2099804625
568	0.2096828769
569	0.2094453602
570	0.2090904058
571	0.2086954601
572	0.2082525594
573	0.2078170939
574	0.2075833144
575	0.2070450504
576	0.206646177
577	0.2061656964
578	0.2060118052
579	0.2053379551
580	0.2050117377
581	0.2046459141
582	0.204199752
583	0.2038965706
584	0.2034082668
585	0.2027358884
586	0.2024177555
587	0.202210351
588	0.2018171621
589	0.2016156498
590	0.2011735263
591	0.2008329434
592	0.2006169341
593	0.2000324281
594	0.199413772
595	0.1989599645
596	0.1987126059
597	0.1981879601
598	0.1978582222
599	0.1973941881
600	0.1969956496
601	0.1966372349
602	0.1963726961
603	0.1960174596
604	0.1957393944
605	0.1956089461
606	0.1950927291
607	0.1946180555
608	0.1941711602
609	0.1936830887
610	0.193233832
611	0.1929581529
612	0.1926261821
613	0.1923239773
614	0.192122432
615	0.1917588053
616	0.191305312
617	0.190698675
618	0.1905647609
619	0.1902421068
620	0.1899722247
621	0.1896985666
622	0.189292096
623	0.1890528838
624	0.1887322695
625	0.1882552689
626	0.1878346854
627	0.1876925564
628	0.1873961159
629	0.1870269311
630	0.1867096056
631	0.1862237643
632	0.1858475903
633	0.1852674045
634	0.1848715926
635	0.1844229509
636	0.1842225963
637	0.1839847276
638	0.1835338445
639	0.1832896541
640	0.1830164886
641	0.1826168416
642	0.1822601864
643	0.1817719726
644	0.1812063551
645	0.1809456014
646	0.1807615864
647	0.1804817398
648	0.1800733648
649	0.1796454779
650	0.1792941245
651	0.1788422647
652	0.1784153353
653	0.1780228281
654	0.1777718832
655	0.1775405385
656	0.1771314835
657	0.1769035916
658	0.1765940716
659	0.1763070014
660	0.1760213587
661	0.1755561172
662	0.1752345566
663	0.1749446767
664	0.174689083
665	0.1744130228
666	0.1740386076
667	0.173553026
668	0.173299859
669	0.1729358029
670	0.1726374886
671	0.172365555
672	0.172114202
673	0.1717734607
674	0.1714795399
675	0.1712874671
676	0.1710566358
677	0.1709104742
678	0.1706343885
679	0.1702590417
680	0.170010306
681	0.1696898726
682	0.169345588
683	0.1692196528
684	0.1690000935
685	0.1687473256
686	0.1683702109
687	0.1681277304
688	0.167766241
689	0.1675409192
690	0.1671777006
691	0.1669901042
692	0.1666603002
693	0.1664159154
694	0.165964129
695	0.1657524734
696	0.1653819148
697	0.1650041614
698	0.1645162984
699	0.1641857335
700	0.1637065975
701	0.163472319
702	0.1631534625
703	0.1629880685
704	0.162649698
705	0.1623911879
706	0.1619656874
707	0.1616554056
708	0.1613068391
709	0.1609778738
710	0.1606908681
711	0.1603693863
712	0.1600644355
713	0.1599292692
714	0.1596030334
715	0.1594102853
716	0.1589527463
717	0.1587343736
718	0.1584291317
719	0.1580042089
720	0.1578206265
721	0.1573281455
722	0.1569896894
723	0.1566975321
724	0.1563386151
725	0.155946338
726	0.1556450998
727	0.1554589762
728	0.1551796901
729	0.1548425971
730	0.1546034187
731	0.1542400497
732	0.1537790889
733	0.1535845236
734	0.1533767363
735	0.1532239074
736	0.1529342557
737	0.1526648776
738	0.152092813
739	0.1518412443
740	0.1516166587
741	0.1513937309
742	0.1512814504
743	0.1511484489
744	0.1509473773
745	0.1506417343
746	0.1505167301
747	0.15030134
748	0.1501150884
749	0.1499043736
750	0.1496376814
751	0.1492601145
752	0.1490971938
753	0.1487195145
754	0.1483015302
755	0.1480400265
756	0.1476469146
757	0.1474699594
758	0.1472509301
759	0.1470858067
760	0.1468231938
761	0.1465403966
762	0.1461923829
763	0.1460122047
764	0.145777691
765	0.1454789444
766	0.1453085797
767	0.1450805745
768	0.1448817006
769	0.14440959
770	0.1442112272
771	0.1439185925
772	0.1435752669
773	0.1434471187
774	0.1432124172
775	0.1428668203
776	0.1425592134
777	0.142165912
778	0.1419916996
779	0.141887289
780	0.1415264998
781	0.1412816339
782	0.141094234
783	0.140880738
784	0.140628796
785	0.1403865434
786	0.1402224906
787	0.1398644768
788	0.1396309547
789	0.1392705995
790	0.1390766036
791	0.138869609
792	0.138687362
793	0.1383714463
794	0.1380692108
795	0.1377662108
796	0.1374540499
797	0.1372034154
798	0.1369725426
799	0.1368527952
800	0.136669144
801	0.1364987514
802	0.136284558
803	0.1361254155
804	0.1358947338
805	0.1356673199
806	0.1354292378
807	0.1352706909
808	0.1350573621
809	0.1348098333
810	0.1345181471
811	0.134348716
812	0.1341114807
813	0.1338259633
814	0.1336893784
815	0.1334485909
816	0.1331673226
817	0.132906101
818	0.13270622
819	0.1325172817
820	0.1324195748
821	0.1323012285
822	0.1321492648
823	0.131993592
824	0.1318369265
825	0.1316607693
826	0.1315154946
827	0.1313975558
828	0.1311589801
829	0.1309248957
830	0.1307645234
831	0.1306417947
832	0.1304431336
833	0.1302093314
834	0.1301256511
835	0.1297974306
836	0.1296754392
837	0.129548732
838	0.1294345911
839	0.1291778814
840	0.1290608484
841	0.1288693784
842	0.1285829563
843	0.1283947247
844	0.1282117697
845	0.1278804722
846	0.1275562453
847	0.1273667329
848	0.1271483299
849	0.1268843849
850	0.1267492912
851	0.1265680505
852	0.1264041579
853	0.1261892047
854	0.1259951769
855	0.1259212514
856	0.1256531784
857	0.1253049797
858	0.125005134
859	0.1246884404
860	0.1244859666
861	0.1242851561
862	0.124093766
863	0.1238812297
864	0.1236712402
865	0.123325357
866	0.1230376936
867	0.122719409
868	0.1225371857
869	0.122157687
870	0.1218480222
871	0.121612314
872	0.1213884793
873	0.1212092045
874	0.1209260691
875	0.1207484022
876	0.1205378464
877	0.1202830983
878	0.1200926374
879	0.1197975218
880	0.1196018451
881	0.1194838711
882	0.1193583476
883	0.119078203
884	0.1188773477
885	0.1187349312
886	0.1184430246
887	0.1183264714
888	0.1180555479
889	0.1178095024
890	0.1176325194
891	0.1174603472
892	0.1172638656
893	0.1171393689
894	0.1168568739
895	0.1165881774
896	0.1163526325
897	0.116200774
898	0.1159949342
899	0.1158722264
900	0.1156628948
901	0.1154792285
902	0.1153222034
903	0.1152313676
904	0.1149838328
905	0.1148577937
906	0.1146876733
907	0.1144249284
908	0.1142279619
909	0.1140895839
910	0.113953406
911	0.1137883554
912	0.1137186596
913	0.1135261689
914	0.113443054
915	0.11328048
916	0.1131560405
917	0.1130461669
918	0.1128714791
919	0.1127457796
920	0.1125118452
921	0.1123375001
922	0.1122456936
923	0.1121175601
924	0.1120163651
925	0.111876932
926	0.1116654883
927	0.1115598336
928	0.1114430851
929	0.1112966545
930	0.1110599496
931	0.1108485994
932	0.1107039421
933	0.1106044701
934	0.1103679717
935	0.1100453598
936	0.1099113745
937	0.1098182809
938	0.1095492153
939	0.1094176613
940	0.1092110324
941	0.108980281
942	0.1087701564
943	0.1084979874
944	0.108358034
945	0.1082135553
946	0.1080738339
947	0.1078516814
948	0.1077650287
949	0.1075219901
950	0.1072824614
951	0.1070302987
952	0.1068373244
953	0.1065911751
954	0.1063333198
955	0.1061533565
956	0.1059682399
957	0.1058209367
958	0.1057525235
959	0.1056471213
960	0.1054016214
961	0.1051238548
962	0.1050339057
963	0.1049013994
964	0.1047414769
965	0.1046120313
966	0.1044589237
967	0.1043272835
968	0.1041870894
969	0.1040135434
970	0.1038775395
971	0.1037183914
972	0.1035179073
973	0.1034350635
974	0.1033374062
975	0.1032633418
976	0.1032113442
977	0.1030610375
978	0.1028124731
979	0.1027014717
980	0.1025002206
981	0.1023653346
982	0.102179473
983	0.1019678525
984	0.101734703
985	0.1015102303
986	0.1013852945
987	0.1012294681
988	0.1009740618
989	0.1008480964
990	0.1006700881
991	0.1005091539
992	0.1003418339
993	0.1001827346
994	0.1000606016
995	0.09990283673
996	0.09968625796
997	0.09947319182
998	0.09932950055
999	0.09920409417
